agency,expenses,year
Social Security Administration,6.391,2014
Social Security Administration,83.47,2011
Social Security Administration,21.06311,2012
Social Security Administration,43.02655,2012
Social Security Administration,0.68405,2012
Social Security Administration,0.1254,2012
Social Security Administration,2.18316,2012
Social Security Administration,2.2215,2013
Social Security Administration,0.5,2014
Social Security Administration,11.16399,2011
Social Security Administration,3.264985,2012
Social Security Administration,3.92223,2012
Social Security Administration,5.891714,2012
Social Security Administration,1.543056,2012
Social Security Administration,1.342797,2012
Social Security Administration,2.67,2012
Social Security Administration,0.2,2012
Social Security Administration,5.092,2013
Social Security Administration,0.151,2013
Social Security Administration,5.576,2013
Social Security Administration,0.563,2013
Social Security Administration,0.748,2013
Social Security Administration,6.805,2014
Social Security Administration,8.79326,2012
Social Security Administration,1.62046,2012
Social Security Administration,3.60799,2012
Social Security Administration,0.15956,2012
Social Security Administration,0.09246,2012
Social Security Administration,0.86999,2012
Social Security Administration,0.20088,2012
Social Security Administration,0.56553,2012
Social Security Administration,2.71299,2012
Social Security Administration,0.19621,2012
Social Security Administration,5.306713,2013
Social Security Administration,3.16866,2013
Social Security Administration,9.16606,2013
Social Security Administration,1.884428,2013
Social Security Administration,0.757383,2013
Social Security Administration,1.32818,2013
Social Security Administration,6.234496,2014
Social Security Administration,2.098247,2014
Social Security Administration,10.292065,2014
Social Security Administration,0.959373,2014
Social Security Administration,0.015979,2014
Social Security Administration,475.44841,2011
Social Security Administration,141.60112,2012
Social Security Administration,272.97931,2012
Social Security Administration,22.5109,2012
Social Security Administration,1.07542,2012
Social Security Administration,58.47433,2013
Social Security Administration,9.04875,2013
Social Security Administration,33.75918,2013
Social Security Administration,3.27664,2013
Social Security Administration,89.983601,2014
Social Security Administration,6.870678,2014
Social Security Administration,88.01553,2014
Social Security Administration,14.848391,2014
Social Security Administration,27.83324,2011
Social Security Administration,26.15708,2012
Social Security Administration,57.38801,2012
Social Security Administration,5.31502,2012
Social Security Administration,14.7255,2012
Social Security Administration,20.82981,2013
Social Security Administration,0.79736,2013
Social Security Administration,5.44406,2013
Social Security Administration,21.513315,2014
Social Security Administration,0.820284,2014
Social Security Administration,5.921113,2014
Social Security Administration,177.52352,2011
Social Security Administration,6.52776,2012
Social Security Administration,166.3723,2012
Social Security Administration,2.4632,2012
Social Security Administration,0.32039,2012
Social Security Administration,29.6742,2013
Social Security Administration,32.367369,2014
Social Security Administration,57.95503,2011
Social Security Administration,3.91449,2012
Social Security Administration,1.96007,2012
Social Security Administration,6.21477,2012
Social Security Administration,3.1889,2012
Social Security Administration,1.84942,2012
Social Security Administration,2.21028,2012
Social Security Administration,6.03273,2012
Social Security Administration,1.21159,2012
Social Security Administration,15.5956,2012
Social Security Administration,4.82371,2012
Social Security Administration,3.94428,2012
Social Security Administration,0.88565,2012
Social Security Administration,3.25371,2012
Social Security Administration,2.83036,2012
Social Security Administration,7.56148,2012
Social Security Administration,4.04585,2012
Social Security Administration,1.321,2013
Social Security Administration,0.02903,2013
Social Security Administration,4.48357,2013
Social Security Administration,3.15,2013
Social Security Administration,3.37261,2013
Social Security Administration,6.75109,2013
Social Security Administration,1.50844,2013
Social Security Administration,2.703,2013
Social Security Administration,6.67803,2013
Social Security Administration,4.557,2013
Social Security Administration,0.2783,2013
Social Security Administration,2.937,2013
Social Security Administration,1.482,2013
Social Security Administration,3.834,2014
Social Security Administration,2.123,2014
Social Security Administration,1.902,2014
Social Security Administration,3.031,2014
Social Security Administration,5.768,2014
Social Security Administration,1.012,2014
Social Security Administration,1.902,2014
Social Security Administration,8.299,2014
Social Security Administration,1.792,2014
Social Security Administration,1.709,2014
Social Security Administration,1.366,2014
Social Security Administration,36.76052,2011
Social Security Administration,8.06585,2012
Social Security Administration,56.02087,2012
Social Security Administration,18.23801,2012
Social Security Administration,1.40266,2012
Social Security Administration,0.19621,2012
Social Security Administration,84.10694,2012
Social Security Administration,89.88676,2012
Social Security Administration,14.58129,2011
Social Security Administration,0.438008,2012
Social Security Administration,2.668281,2012
Social Security Administration,9.514157,2012
Social Security Administration,0.08027,2012
Social Security Administration,0.444572,2012
Social Security Administration,1.330322,2013
Social Security Administration,3.134525,2014
Social Security Administration,34.82955,2013
Social Security Administration,16.85505,2011
Social Security Administration,0.15717,2012
Social Security Administration,0.22158,2012
Social Security Administration,0.03865,2012
Social Security Administration,0.34995,2012
Social Security Administration,6.11745,2012
Social Security Administration,0.12883,2012
Social Security Administration,0.42115,2012
Social Security Administration,1.30514,2012
Social Security Administration,0.19621,2012
Social Security Administration,7.96019,2012
Social Security Administration,0.86548,2012
Social Security Administration,3.957611,2012
Social Security Administration,5.794373,2012
Social Security Administration,3.10609,2012
Social Security Administration,0.203546,2012
Social Security Administration,9.208889,2013
Social Security Administration,1.817889,2013
Social Security Administration,10.782792,2014
Social Security Administration,1.856703,2014
Social Security Administration,5.610005,2011
Social Security Administration,0.982165,2012
Social Security Administration,20.9967,2012
Social Security Administration,0.159365,2012
Social Security Administration,0.817118,2012
Social Security Administration,8.073676,2013
Social Security Administration,19.3837,2013
Social Security Administration,5.95062,2013
Social Security Administration,12.38896,2013
Social Security Administration,0.70494,2013
Social Security Administration,1.536384,2013
Social Security Administration,13.98043,2013
Social Security Administration,1.79,2013
Social Security Administration,8.103663,2014
Social Security Administration,2.165816,2014
Social Security Administration,6.28,2014
Social Security Administration,0.614554,2014
Social Security Administration,7.3175,2014
Social Security Administration,7.6271,2014
Social Security Administration,2.36097,2012
